municipio_cod,municipio_fato,data_fato,mes,ano,risp,rmbh,tentado_consumado,qtde_vitimas
315180,POCOS DE CALDAS,2021-03-13,3,2021,18º Departamento - Poços de Caldas,3) Interior de MG,TENTADO,1
315180,POCOS DE CALDAS,2021-12-11,12,2021,18º Departamento - Poços de Caldas,3) Interior de MG,TENTADO,1
315250,POUSO ALEGRE,2021-07-05,7,2021,17º Departamento - Pouso Alegre,3) Interior de MG,TENTADO,1
315270,PRADOS,2021-02-22,2,2021,13º Departamento - Barbacena,3) Interior de MG,TENTADO,1
315445,RIACHINHO,2021-10-12,10,2021,16º Departamento - Unaí,3) Interior de MG,TENTADO,1
315460,RIBEIRAO DAS NEVES,2021-01-31,1,2021,2º Departamento - Contagem,2) RMBH (sem BH),TENTADO,1
315460,RIBEIRAO DAS NEVES,2021-02-27,2,2021,2º Departamento - Contagem,2) RMBH (sem BH),TENTADO,1
315460,RIBEIRAO DAS NEVES,2021-03-21,3,2021,2º Departamento - Contagem,2) RMBH (sem BH),TENTADO,1
315460,RIBEIRAO DAS NEVES,2021-04-06,4,2021,2º Departamento - Contagem,2) RMBH (sem BH),TENTADO,1
315460,RIBEIRAO DAS NEVES,2021-05-29,5,2021,2º Departamento - Contagem,2) RMBH (sem BH),TENTADO,1
315460,RIBEIRAO DAS NEVES,2021-08-10,8,2021,2º Departamento - Contagem,2) RMBH (sem BH),TENTADO,1
315460,RIBEIRAO DAS NEVES,2021-12-10,12,2021,2º Departamento - Contagem,2) RMBH (sem BH),TENTADO,1
315460,RIBEIRAO DAS NEVES,2021-12-12,12,2021,2º Departamento - Contagem,2) RMBH (sem BH),TENTADO,1
315460,RIBEIRAO DAS NEVES,2021-12-28,12,2021,2º Departamento - Contagem,2) RMBH (sem BH),TENTADO,1
315700,SALINAS,2021-06-12,6,2021,11º Departamento - Montes Claros,3) Interior de MG,TENTADO,1
315760,SANTA FE DE MINAS,2021-03-11,3,2021,14º Departamento - Curvelo,3) Interior de MG,TENTADO,1
315780,SANTA LUZIA,2021-02-04,2,2021,3º Departamento - Vespasiano,2) RMBH (sem BH),TENTADO,1
316250,SAO JOAO DEL REI,2021-06-06,6,2021,13º Departamento - Barbacena,3) Interior de MG,TENTADO,1
316250,SAO JOAO DEL REI,2021-07-18,7,2021,13º Departamento - Barbacena,3) Interior de MG,TENTADO,1
316260,SAO JOAO DO ORIENTE,2021-09-07,9,2021,12º Departamento - Ipatinga,3) Interior de MG,TENTADO,1
316292,SAO JOAQUIM DE BICAS,2021-02-01,2,2021,2º Departamento - Contagem,2) RMBH (sem BH),TENTADO,1
316470,SAO SEBASTIAO PARAISO,2021-12-19,12,2021,18º Departamento - Poços de Caldas,3) Interior de MG,TENTADO,1
316560,SENADOR CORTES,2021-07-21,7,2021,4º Departamento - Juiz de Fora,3) Interior de MG,TENTADO,1
316695,SERRANOPOLIS DE MINAS,2021-09-23,9,2021,11º Departamento - Montes Claros,3) Interior de MG,TENTADO,1
316720,SETE LAGOAS,2021-01-19,1,2021,19º Departamento - Sete Lagoas,3) Interior de MG,TENTADO,1
316720,SETE LAGOAS,2021-02-18,2,2021,19º Departamento - Sete Lagoas,3) Interior de MG,TENTADO,1
316720,SETE LAGOAS,2021-06-02,6,2021,19º Departamento - Sete Lagoas,3) Interior de MG,TENTADO,2
316720,SETE LAGOAS,2021-07-18,7,2021,19º Departamento - Sete Lagoas,3) Interior de MG,TENTADO,1
316805,TAPARUBA,2021-05-16,5,2021,12º Departamento - Ipatinga,3) Interior de MG,TENTADO,1
316810,TAPIRA,2021-08-09,8,2021,5º Departamento - Uberaba,3) Interior de MG,TENTADO,1
316990,UBA,2021-05-15,5,2021,4º Departamento - Juiz de Fora,3) Interior de MG,TENTADO,1
316990,UBA,2021-07-17,7,2021,4º Departamento - Juiz de Fora,3) Interior de MG,TENTADO,2
316990,UBA,2021-11-05,11,2021,4º Departamento - Juiz de Fora,3) Interior de MG,TENTADO,1
316990,UBA,2021-12-04,12,2021,4º Departamento - Juiz de Fora,3) Interior de MG,TENTADO,1
317010,UBERABA,2021-01-21,1,2021,5º Departamento - Uberaba,3) Interior de MG,TENTADO,1
317010,UBERABA,2021-02-03,2,2021,5º Departamento - Uberaba,3) Interior de MG,TENTADO,1
317020,UBERLANDIA,2021-02-01,2,2021,9º Departamento - Uberlândia,3) Interior de MG,TENTADO,1
317020,UBERLANDIA,2021-03-13,3,2021,9º Departamento - Uberlândia,3) Interior de MG,TENTADO,1
317020,UBERLANDIA,2021-04-04,4,2021,9º Departamento - Uberlândia,3) Interior de MG,TENTADO,1
317020,UBERLANDIA,2021-07-08,7,2021,9º Departamento - Uberlândia,3) Interior de MG,TENTADO,1
317020,UBERLANDIA,2021-07-27,7,2021,9º Departamento - Uberlândia,3) Interior de MG,TENTADO,1
317020,UBERLANDIA,2021-07-31,7,2021,9º Departamento - Uberlândia,3) Interior de MG,TENTADO,1
317020,UBERLANDIA,2021-09-23,9,2021,9º Departamento - Uberlândia,3) Interior de MG,TENTADO,1
317020,UBERLANDIA,2021-10-14,10,2021,9º Departamento - Uberlândia,3) Interior de MG,TENTADO,1
317020,UBERLANDIA,2021-12-25,12,2021,9º Departamento - Uberlândia,3) Interior de MG,TENTADO,1
317100,VAZANTE,2021-01-22,1,2021,16º Departamento - Unaí,3) Interior de MG,TENTADO,1
317120,VESPASIANO,2021-08-12,8,2021,3º Departamento - Vespasiano,2) RMBH (sem BH),TENTADO,1
317180,VIRGINOPOLIS,2021-03-31,3,2021,8º Departamento - Governador Valadares,3) Interior de MG,TENTADO,1
310160,ALFENAS,2021-05-15,5,2021,18º Departamento - Poços de Caldas,3) Interior de MG,CONSUMADO,1
310160,ALFENAS,2021-08-18,8,2021,18º Departamento - Poços de Caldas,3) Interior de MG,CONSUMADO,1
310170,ALMENARA,2021-06-30,6,2021,15º Departamento - Teófilo Otoni,3) Interior de MG,CONSUMADO,2
310350,ARAGUARI,2021-04-10,4,2021,9º Departamento - Uberlândia,3) Interior de MG,CONSUMADO,1
310480,AUGUSTO DE LIMA,2021-11-10,11,2021,14º Departamento - Curvelo,3) Interior de MG,CONSUMADO,1
310500,BALDIM,2021-07-11,7,2021,19º Departamento - Sete Lagoas,2) RMBH (sem BH),CONSUMADO,1
310520,BANDEIRA,2021-06-14,6,2021,15º Departamento - Teófilo Otoni,3) Interior de MG,CONSUMADO,1
310560,BARBACENA,2021-07-12,7,2021,13º Departamento - Barbacena,3) Interior de MG,CONSUMADO,1
310570,BARRA LONGA,2021-08-22,8,2021,12º Departamento - Ipatinga,3) Interior de MG,CONSUMADO,1
310620,BELO HORIZONTE,2021-02-12,2,2021,1º Departamento - Belo Horizonte,1) Belo Horizonte,CONSUMADO,1
310620,BELO HORIZONTE,2021-02-22,2,2021,1º Departamento - Belo Horizonte,1) Belo Horizonte,CONSUMADO,1
310620,BELO HORIZONTE,2021-03-31,3,2021,1º Departamento - Belo Horizonte,1) Belo Horizonte,CONSUMADO,1
310620,BELO HORIZONTE,2021-04-02,4,2021,1º Departamento - Belo Horizonte,1) Belo Horizonte,CONSUMADO,1
310620,BELO HORIZONTE,2021-04-18,4,2021,1º Departamento - Belo Horizonte,1) Belo Horizonte,CONSUMADO,1
310620,BELO HORIZONTE,2021-01-25,1,2021,1º Departamento - Belo Horizonte,1) Belo Horizonte,CONSUMADO,2
310620,BELO HORIZONTE,2021-06-21,6,2021,1º Departamento - Belo Horizonte,1) Belo Horizonte,CONSUMADO,1
310620,BELO HORIZONTE,2021-06-17,6,2021,1º Departamento - Belo Horizonte,1) Belo Horizonte,CONSUMADO,1
310620,BELO HORIZONTE,2021-07-31,7,2021,1º Departamento - Belo Horizonte,1) Belo Horizonte,CONSUMADO,1
310620,BELO HORIZONTE,2021-08-28,8,2021,1º Departamento - Belo Horizonte,1) Belo Horizonte,CONSUMADO,2
310620,BELO HORIZONTE,2021-07-17,7,2021,1º Departamento - Belo Horizonte,1) Belo Horizonte,CONSUMADO,1
310620,BELO HORIZONTE,2021-09-20,9,2021,1º Departamento - Belo Horizonte,1) Belo Horizonte,CONSUMADO,1
310620,BELO HORIZONTE,2021-09-28,9,2021,1º Departamento - Belo Horizonte,1) Belo Horizonte,CONSUMADO,1
310620,BELO HORIZONTE,2021-10-08,10,2021,1º Departamento - Belo Horizonte,1) Belo Horizonte,CONSUMADO,1
310620,BELO HORIZONTE,2021-10-25,10,2021,1º Departamento - Belo Horizonte,1) Belo Horizonte,CONSUMADO,1
310620,BELO HORIZONTE,2021-11-30,11,2021,1º Departamento - Belo Horizonte,1) Belo Horizonte,CONSUMADO,1
310620,BELO HORIZONTE,2021-08-24,8,2021,1º Departamento - Belo Horizonte,1) Belo Horizonte,CONSUMADO,1
310670,BETIM,2021-03-13,3,2021,2º Departamento - Contagem,2) RMBH (sem BH),CONSUMADO,1
310670,BETIM,2021-07-16,7,2021,2º Departamento - Contagem,2) RMBH (sem BH),CONSUMADO,1
310670,BETIM,2021-04-30,4,2021,2º Departamento - Contagem,2) RMBH (sem BH),CONSUMADO,1
310825,BONITO DE MINAS,2021-01-17,1,2021,11º Departamento - Montes Claros,3) Interior de MG,CONSUMADO,1
310860,BRASILIA DE MINAS,2021-11-23,11,2021,11º Departamento - Montes Claros,3) Interior de MG,CONSUMADO,1
310945,CABECEIRA GRANDE,2021-08-01,8,2021,16º Departamento - Unaí,3) Interior de MG,CONSUMADO,1
311020,CAJURI,2021-09-26,9,2021,4º Departamento - Juiz de Fora,3) Interior de MG,CONSUMADO,1
311100,CAMPESTRE,2021-12-10,12,2021,18º Departamento - Poços de Caldas,3) Interior de MG,CONSUMADO,1
311160,CAMPOS GERAIS,2021-03-30,3,2021,18º Departamento - Poços de Caldas,3) Interior de MG,CONSUMADO,1
311220,CAPELA NOVA,2021-01-20,1,2021,13º Departamento - Barbacena,3) Interior de MG,CONSUMADO,1
311270,CAPITAO ENEIAS,2021-05-12,5,2021,11º Departamento - Montes Claros,3) Interior de MG,CONSUMADO,1
311300,CARAI,2021-04-25,4,2021,15º Departamento - Teófilo Otoni,3) Interior de MG,CONSUMADO,1
311300,CARAI,2021-05-09,5,2021,15º Departamento - Teófilo Otoni,3) Interior de MG,CONSUMADO,1
311300,CARAI,2021-05-18,5,2021,15º Departamento - Teófilo Otoni,3) Interior de MG,CONSUMADO,1
311340,CARATINGA,2021-02-27,2,2021,12º Departamento - Ipatinga,3) Interior de MG,CONSUMADO,1
311340,CARATINGA,2021-05-28,5,2021,12º Departamento - Ipatinga,3) Interior de MG,CONSUMADO,1
311650,CLARO DOS POCOES,2021-05-28,5,2021,11º Departamento - Montes Claros,3) Interior de MG,CONSUMADO,1
311680,COLUNA,2021-07-24,7,2021,8º Departamento - Governador Valadares,3) Interior de MG,CONSUMADO,2
311800,CONGONHAS,2021-04-02,4,2021,13º Departamento - Barbacena,3) Interior de MG,CONSUMADO,1
311830,CONSELHEIRO LAFAIETE,2021-02-25,2,2021,13º Departamento - Barbacena,3) Interior de MG,CONSUMADO,1
311860,CONTAGEM,2021-01-14,1,2021,2º Departamento - Contagem,2) RMBH (sem BH),CONSUMADO,1
311860,CONTAGEM,2021-08-21,8,2021,2º Departamento - Contagem,2) RMBH (sem BH),CONSUMADO,1
311880,CORACAO DE JESUS,2021-05-02,5,2021,11º Departamento - Montes Claros,3) Interior de MG,CONSUMADO,1
311930,COROMANDEL,2021-04-20,4,2021,10º Departamento - Patos de Minas,3) Interior de MG,CONSUMADO,1
312087,CURRAL DE DENTRO,2021-07-21,7,2021,11º Departamento - Montes Claros,3) Interior de MG,CONSUMADO,1
312120,DELFINOPOLIS,2021-08-27,8,2021,18º Departamento - Poços de Caldas,3) Interior de MG,CONSUMADO,1
312125,DELTA,2021-10-05,10,2021,5º Departamento - Uberaba,3) Interior de MG,CONSUMADO,1
312230,DIVINOPOLIS,2021-09-10,9,2021,7º Departamento - Divinópolis,3) Interior de MG,CONSUMADO,1
312235,DIVISA ALEGRE,2021-03-23,3,2021,15º Departamento - Teófilo Otoni,3) Interior de MG,CONSUMADO,1
312320,DORES DO INDAIA,2021-09-04,9,2021,7º Departamento - Divinópolis,3) Interior de MG,CONSUMADO,1
312380,ENGENHEIRO NAVARRO,2021-04-14,4,2021,11º Departamento - Montes Claros,3) Interior de MG,CONSUMADO,1
312410,ESMERALDAS,2021-09-23,9,2021,2º Departamento - Contagem,2) RMBH (sem BH),CONSUMADO,2
312720,FUNILANDIA,2021-09-15,9,2021,19º Departamento - Sete Lagoas,3) Interior de MG,CONSUMADO,1
313010,IGARAPE,2021-05-20,5,2021,2º Departamento - Contagem,2) RMBH (sem BH),CONSUMADO,1
313130,IPATINGA,2021-02-06,2,2021,12º Departamento - Ipatinga,3) Interior de MG,CONSUMADO,1
313130,IPATINGA,2021-08-11,8,2021,12º Departamento - Ipatinga,3) Interior de MG,CONSUMADO,1
313130,IPATINGA,2021-12-28,12,2021,12º Departamento - Ipatinga,3) Interior de MG,CONSUMADO,1
313170,ITABIRA,2021-10-14,10,2021,12º Departamento - Ipatinga,3) Interior de MG,CONSUMADO,1
313170,ITABIRA,2021-12-25,12,2021,12º Departamento - Ipatinga,3) Interior de MG,CONSUMADO,1
313180,ITABIRINHA,2021-03-18,3,2021,8º Departamento - Governador Valadares,3) Interior de MG,CONSUMADO,2
313190,ITABIRITO,2021-02-26,2,2021,3º Departamento - Vespasiano,3) Interior de MG,CONSUMADO,1
313220,ITAGUARA,2021-04-17,4,2021,2º Departamento - Contagem,2) RMBH (sem BH),CONSUMADO,1
313220,ITAGUARA,2021-09-12,9,2021,2º Departamento - Contagem,2) RMBH (sem BH),CONSUMADO,1
313270,ITAMBACURI,2021-09-19,9,2021,15º Departamento - Teófilo Otoni,3) Interior de MG,CONSUMADO,1
313320,ITANHOMI,2021-09-29,9,2021,8º Departamento - Governador Valadares,3) Interior de MG,CONSUMADO,1
313380,ITAUNA,2021-01-03,1,2021,7º Departamento - Divinópolis,3) Interior de MG,CONSUMADO,1
313380,ITAUNA,2021-05-27,5,2021,7º Departamento - Divinópolis,3) Interior de MG,CONSUMADO,1
313410,ITUETA,2021-04-10,4,2021,8º Departamento - Governador Valadares,3) Interior de MG,CONSUMADO,1
313420,ITUIUTABA,2021-03-20,3,2021,9º Departamento - Uberlândia,3) Interior de MG,CONSUMADO,1
313505,JAIBA,2021-12-20,12,2021,11º Departamento - Montes Claros,3) Interior de MG,CONSUMADO,1
313545,JENIPAPO DE MINAS,2021-11-07,11,2021,14º Departamento - Curvelo,3) Interior de MG,CONSUMADO,1
313570,JEQUITIBA,2021-03-13,3,2021,19º Departamento - Sete Lagoas,3) Interior de MG,CONSUMADO,1
313580,JEQUITINHONHA,2021-09-29,9,2021,15º Departamento - Teófilo Otoni,3) Interior de MG,CONSUMADO,1
313620,JOAO MONLEVADE,2021-04-21,4,2021,12º Departamento - Ipatinga,3) Interior de MG,CONSUMADO,1
313665,JUATUBA,2021-11-17,11,2021,2º Departamento - Contagem,2) RMBH (sem BH),CONSUMADO,1
313670,JUIZ DE FORA,2021-01-10,1,2021,4º Departamento - Juiz de Fora,3) Interior de MG,CONSUMADO,1
313670,JUIZ DE FORA,2021-12-16,12,2021,4º Departamento - Juiz de Fora,3) Interior de MG,CONSUMADO,1
313750,LAGOA FORMOSA,2021-10-30,10,2021,10º Departamento - Patos de Minas,3) Interior de MG,CONSUMADO,1
313760,LAGOA SANTA,2021-11-06,11,2021,3º Departamento - Vespasiano,2) RMBH (sem BH),CONSUMADO,1
313840,LEOPOLDINA,2021-12-12,12,2021,4º Departamento - Juiz de Fora,3) Interior de MG,CONSUMADO,1
313960,MANTENA,2021-07-31,7,2021,8º Departamento - Governador Valadares,3) Interior de MG,CONSUMADO,1
314070,MATEUS LEME,2021-04-19,4,2021,2º Departamento - Contagem,2) RMBH (sem BH),CONSUMADO,1
314080,MATIAS BARBOSA,2021-01-24,1,2021,4º Departamento - Juiz de Fora,3) Interior de MG,CONSUMADO,1
314090,MATIPO,2021-12-07,12,2021,12º Departamento - Ipatinga,3) Interior de MG,CONSUMADO,1
314140,MEDINA,2021-02-02,2,2021,15º Departamento - Teófilo Otoni,3) Interior de MG,CONSUMADO,1
314140,MEDINA,2021-04-18,4,2021,15º Departamento - Teófilo Otoni,3) Interior de MG,CONSUMADO,1
314160,MERCES,2021-07-24,7,2021,4º Departamento - Juiz de Fora,3) Interior de MG,CONSUMADO,1
314290,MONTE AZUL,2021-06-09,6,2021,11º Departamento - Montes Claros,3) Interior de MG,CONSUMADO,2
314310,MONTE CARMELO,2021-09-20,9,2021,10º Departamento - Patos de Minas,3) Interior de MG,CONSUMADO,1
314390,MURIAE,2021-12-06,12,2021,4º Departamento - Juiz de Fora,3) Interior de MG,CONSUMADO,1
314390,MURIAE,2021-12-08,12,2021,4º Departamento - Juiz de Fora,3) Interior de MG,CONSUMADO,1
314430,NANUQUE,2021-02-22,2,2021,15º Departamento - Teófilo Otoni,3) Interior de MG,CONSUMADO,1
314467,NOVA BELEM,2021-03-13,3,2021,8º Departamento - Governador Valadares,3) Interior de MG,CONSUMADO,1
314520,NOVA SERRANA,2021-03-09,3,2021,7º Departamento - Divinópolis,3) Interior de MG,CONSUMADO,1
314537,NOVORIZONTE,2021-11-26,11,2021,11º Departamento - Montes Claros,3) Interior de MG,CONSUMADO,1
314610,OURO PRETO,2021-08-30,8,2021,3º Departamento - Vespasiano,3) Interior de MG,CONSUMADO,1
314630,PADRE PARAISO,2021-05-05,5,2021,15º Departamento - Teófilo Otoni,3) Interior de MG,CONSUMADO,1
314655,PAI PEDRO,2021-03-20,3,2021,11º Departamento - Montes Claros,3) Interior de MG,CONSUMADO,1
314700,PARACATU,2021-06-15,6,2021,16º Departamento - Unaí,3) Interior de MG,CONSUMADO,1
314810,PATROCINIO,2021-09-17,9,2021,10º Departamento - Patos de Minas,3) Interior de MG,CONSUMADO,1
314980,PERDIZES,2021-04-03,4,2021,5º Departamento - Uberaba,3) Interior de MG,CONSUMADO,1
315020,PIEDADE DE PONTE NOVA,2021-11-28,11,2021,12º Departamento - Ipatinga,3) Interior de MG,CONSUMADO,1
315120,PIRAPORA,2021-05-29,5,2021,14º Departamento - Curvelo,3) Interior de MG,CONSUMADO,1
315140,PITANGUI,2021-11-18,11,2021,7º Departamento - Divinópolis,3) Interior de MG,CONSUMADO,1
315210,PONTE NOVA,2021-09-14,9,2021,12º Departamento - Ipatinga,3) Interior de MG,CONSUMADO,1
315220,PORTEIRINHA,2021-04-23,4,2021,11º Departamento - Montes Claros,3) Interior de MG,CONSUMADO,1
315220,PORTEIRINHA,2021-07-29,7,2021,11º Departamento - Montes Claros,3) Interior de MG,CONSUMADO,1
315250,POUSO ALEGRE,2021-10-15,10,2021,17º Departamento - Pouso Alegre,3) Interior de MG,CONSUMADO,2
315370,QUARTEL GERAL,2021-04-11,4,2021,7º Departamento - Divinópolis,3) Interior de MG,CONSUMADO,1
315400,RAUL SOARES,2021-01-19,1,2021,12º Departamento - Ipatinga,3) Interior de MG,CONSUMADO,1
315420,RESENDE COSTA,2021-12-04,12,2021,13º Departamento - Barbacena,3) Interior de MG,CONSUMADO,1
315460,RIBEIRAO DAS NEVES,2021-04-28,4,2021,2º Departamento - Contagem,2) RMBH (sem BH),CONSUMADO,1
315720,SANTA BARBARA,2021-01-12,1,2021,12º Departamento - Ipatinga,3) Interior de MG,CONSUMADO,1
315780,SANTA LUZIA,2021-08-14,8,2021,3º Departamento - Vespasiano,2) RMBH (sem BH),CONSUMADO,1
315780,SANTA LUZIA,2021-10-18,10,2021,3º Departamento - Vespasiano,2) RMBH (sem BH),CONSUMADO,1
315780,SANTA LUZIA,2021-12-25,12,2021,3º Departamento - Vespasiano,2) RMBH (sem BH),CONSUMADO,1
315895,SANTANA DO PARAISO,2021-07-23,7,2021,12º Departamento - Ipatinga,3) Interior de MG,CONSUMADO,1
316050,SANTO ANTONIO DO RIO ABAIXO,2021-03-02,3,2021,14º Departamento - Curvelo,3) Interior de MG,CONSUMADO,1
316070,SANTOS DUMONT,2021-09-25,9,2021,13º Departamento - Barbacena,3) Interior de MG,CONSUMADO,1
316190,SAO GONCALO DO RIO ABAIXO,2021-04-05,4,2021,12º Departamento - Ipatinga,3) Interior de MG,CONSUMADO,1
316250,SAO JOAO DEL REI,2021-01-09,1,2021,13º Departamento - Barbacena,3) Interior de MG,CONSUMADO,1
316370,SAO LOURENCO,2021-08-30,8,2021,17º Departamento - Pouso Alegre,3) Interior de MG,CONSUMADO,1
316410,SAO PEDRO DO SUACUI,2021-07-11,7,2021,8º Departamento - Governador Valadares,3) Interior de MG,CONSUMADO,1
316720,SETE LAGOAS,2021-03-27,3,2021,19º Departamento - Sete Lagoas,3) Interior de MG,CONSUMADO,1
316720,SETE LAGOAS,2021-04-11,4,2021,19º Departamento - Sete Lagoas,3) Interior de MG,CONSUMADO,1
316720,SETE LAGOAS,2021-07-21,7,2021,19º Departamento - Sete Lagoas,3) Interior de MG,CONSUMADO,1
316800,TAIOBEIRAS,2021-06-01,6,2021,11º Departamento - Montes Claros,3) Interior de MG,CONSUMADO,1
316840,TARUMIRIM,2021-04-25,4,2021,8º Departamento - Governador Valadares,3) Interior de MG,CONSUMADO,1
316880,TIRADENTES,2021-12-23,12,2021,13º Departamento - Barbacena,3) Interior de MG,CONSUMADO,1
316930,TRES CORACOES,2021-06-20,6,2021,6º Departamento - Lavras,3) Interior de MG,CONSUMADO,1
316980,TURVOLANDIA,2021-02-28,2,2021,17º Departamento - Pouso Alegre,3) Interior de MG,CONSUMADO,1
316990,UBA,2021-06-03,6,2021,4º Departamento - Juiz de Fora,3) Interior de MG,CONSUMADO,1
317010,UBERABA,2021-02-28,2,2021,5º Departamento - Uberaba,3) Interior de MG,CONSUMADO,1
317020,UBERLANDIA,2021-05-08,5,2021,9º Departamento - Uberlândia,3) Interior de MG,CONSUMADO,1
317020,UBERLANDIA,2021-05-15,5,2021,9º Departamento - Uberlândia,3) Interior de MG,CONSUMADO,1
317040,UNAI,2021-05-16,5,2021,16º Departamento - Unaí,3) Interior de MG,CONSUMADO,1
317040,UNAI,2021-09-25,9,2021,16º Departamento - Unaí,3) Interior de MG,CONSUMADO,1
317060,VARGEM BONITA,2021-01-16,1,2021,18º Departamento - Poços de Caldas,3) Interior de MG,CONSUMADO,1
317090,VARZELANDIA,2021-12-12,12,2021,11º Departamento - Montes Claros,3) Interior de MG,CONSUMADO,1
317100,VAZANTE,2021-01-22,1,2021,16º Departamento - Unaí,3) Interior de MG,CONSUMADO,1
317100,VAZANTE,2021-07-12,7,2021,16º Departamento - Unaí,3) Interior de MG,CONSUMADO,1
317020,UBERLANDIA,2019-01-03,1,2019,9º RISP - Uberlândia,3) Interior de MG,TENTADO,1
314480,NOVA LIMA,2019-01-04,1,2019,3º RISP - Vespasiano,2) RMBH (sem BH),CONSUMADO,1
310620,BELO HORIZONTE,2019-01-05,1,2019,1º RISP - Belo Horizonte,1) Belo Horizonte,TENTADO,1
313380,ITAUNA,2019-01-05,1,2019,7º RISP - Divinópolis,3) Interior de MG,TENTADO,1
314310,MONTE CARMELO,2019-01-05,1,2019,10º RISP - Patos de Minas,3) Interior de MG,CONSUMADO,1
317160,VIRGEM DA LAPA,2019-01-05,1,2019,15º RISP - Teófilo Otoni,3) Interior de MG,CONSUMADO,1
312090,CURVELO,2019-01-06,1,2019,14º RISP - Curvelo,3) Interior de MG,TENTADO,1
312670,FRANCISCO SA,2019-01-06,1,2019,11º RISP - Montes Claros,3) Interior de MG,CONSUMADO,1
315570,RIO PIRACICABA,2019-01-08,1,2019,12º RISP - Ipatinga,3) Interior de MG,TENTADO,1
312410,ESMERALDAS,2019-01-10,1,2019,2º RISP - Contagem,2) RMBH (sem BH),CONSUMADO,1
312610,FORMIGA,2019-01-10,1,2019,7º RISP - Divinópolis,3) Interior de MG,CONSUMADO,1
310740,BOM DESPACHO,2019-01-11,1,2019,7º RISP - Divinópolis,3) Interior de MG,TENTADO,1
311650,CLARO DOS POCOES,2019-01-13,1,2019,11º RISP - Montes Claros,3) Interior de MG,TENTADO,1
311860,CONTAGEM,2019-01-13,1,2019,2º RISP - Contagem,2) RMBH (sem BH),TENTADO,1
313040,IJACI,2019-01-13,1,2019,6º RISP - Lavras,3) Interior de MG,CONSUMADO,1
311860,CONTAGEM,2019-01-16,1,2019,2º RISP - Contagem,2) RMBH (sem BH),TENTADO,1
311330,CARANGOLA,2019-01-18,1,2019,4º RISP - Juiz de Fora,3) Interior de MG,CONSUMADO,1
313507,JAMPRUCA,2019-01-19,1,2019,15º RISP - Teófilo Otoni,3) Interior de MG,TENTADO,1
315600,RIO VERMELHO,2019-01-20,1,2019,8º RISP - Governador Valadares,3) Interior de MG,TENTADO,1
316250,SAO JOAO DEL REI,2019-01-20,1,2019,13º RISP - Barbacena,3) Interior de MG,TENTADO,1
310620,BELO HORIZONTE,2019-01-21,1,2019,1º RISP - Belo Horizonte,1) Belo Horizonte,TENTADO,1
313380,ITAUNA,2019-01-21,1,2019,7º RISP - Divinópolis,3) Interior de MG,CONSUMADO,1
311340,CARATINGA,2019-01-25,1,2019,12º RISP - Ipatinga,3) Interior de MG,TENTADO,1
317010,UBERABA,2019-01-25,1,2019,5º RISP - Uberaba,3) Interior de MG,TENTADO,1
310400,ARAXA,2019-01-26,1,2019,5º RISP - Uberaba,3) Interior de MG,CONSUMADO,1
313420,ITUIUTABA,2019-01-26,1,2019,9º RISP - Uberlândia,3) Interior de MG,CONSUMADO,1
310500,BALDIM,2019-01-27,1,2019,19º RISP - Sete Lagoas,2) RMBH (sem BH),TENTADO,1
314930,PEDRO LEOPOLDO,2019-01-28,1,2019,19º RISP - Sete Lagoas,2) RMBH (sem BH),TENTADO,1
313010,IGARAPE,2019-01-28,1,2019,2º RISP - Contagem,2) RMBH (sem BH),CONSUMADO,1
314800,PATOS DE MINAS,2019-01-29,1,2019,10º RISP - Patos de Minas,3) Interior de MG,TENTADO,1
310620,BELO HORIZONTE,2019-02-01,2,2019,1º RISP - Belo Horizonte,1) Belo Horizonte,TENTADO,1
310670,BETIM,2019-02-01,2,2019,2º RISP - Contagem,2) RMBH (sem BH),CONSUMADO,1
310160,ALFENAS,2019-02-02,2,2019,18º RISP - Poços de Caldas,3) Interior de MG,TENTADO,1
310620,BELO HORIZONTE,2019-02-02,2,2019,1º RISP - Belo Horizonte,1) Belo Horizonte,TENTADO,1
314720,PARAGUACU,2019-02-03,2,2019,18º RISP - Poços de Caldas,3) Interior de MG,TENTADO,1
315057,PINTOPOLIS,2019-02-03,2,2019,11º RISP - Montes Claros,3) Interior de MG,CONSUMADO,1
310370,ARAPONGA,2019-02-04,2,2019,4º RISP - Juiz de Fora,3) Interior de MG,CONSUMADO,1
316720,SETE LAGOAS,2019-02-09,2,2019,19º RISP - Sete Lagoas,3) Interior de MG,CONSUMADO,1
310620,BELO HORIZONTE,2019-02-10,2,2019,1º RISP - Belo Horizonte,1) Belo Horizonte,CONSUMADO,1
311680,COLUNA,2019-02-10,2,2019,8º RISP - Governador Valadares,3) Interior de MG,CONSUMADO,1
310390,ARAUJOS,2019-02-14,2,2019,7º RISP - Divinópolis,3) Interior de MG,TENTADO,1
315600,RIO VERMELHO,2019-02-14,2,2019,8º RISP - Governador Valadares,3) Interior de MG,TENTADO,1
314110,MATOZINHOS,2019-02-15,2,2019,19º RISP - Sete Lagoas,2) RMBH (sem BH),CONSUMADO,1
310400,ARAXA,2019-02-18,2,2019,5º RISP - Uberaba,3) Interior de MG,TENTADO,2
314960,PEQUI,2019-02-18,2,2019,7º RISP - Divinópolis,3) Interior de MG,CONSUMADO,1
310250,AMPARO DA SERRA,2019-02-20,2,2019,12º RISP - Ipatinga,3) Interior de MG,TENTADO,1
